mechanism,mean_revenue,bf_rate,revenue_efficiency,mean_social_welfare
PAC,8.178877830505371,1.0,0.16357755661010742,4.0789594650268555
VCG,8.178877830505371,1.0,0.16357755661010742,4.0789594650268555
CSRA,31.909542083740234,1.0,0.6381908655166626,29.60016632080078
